transaction_id,customer_id,product,category,price,quantity,discount_applied,page_views_before_purchase,time_spent_on_site_mins,days_since_last_purchase,is_returning_customer,device,ab_test_group
1,103,Camera,Electronics,32.431644151246765,2,1,4,14.074096976064956,5.1942768399485715,1,Tablet,A
2,436,Mouse,Gaming,87.4396920737787,4,0,5,13.502536421068037,24.694305097300038,1,Mobile,A
3,861,Keyboard,Gaming,123.93394712273002,2,0,5,0.8607492041848339,11.18598235259763,0,Tablet,B
4,271,Laptop,Gaming,59.235914932291266,3,0,2,24.420370169264096,34.65620069263566,1,Mobile,A
5,107,Printer,Electronics,70.65524106904361,3,0,10,43.03910877943322,6.773372774464415,0,Mobile,A
6,72,Smartphone,Office,143.81811132169554,4,0,8,13.957197767926294,20.075115340684736,1,Desktop,A
7,701,Headphones,Electronics,166.2284550713705,3,0,5,28.867269169919492,44.96232943150348,1,Mobile,A
8,21,Speaker,Gaming,85.92872479206207,3,0,2,0.1250155607251178,16.838263158721944,1,Tablet,A
9,615,Printer,Accessories,196.5340610996319,2,0,2,11.4151653454339,25.527872055055102,1,Desktop,A
10,122,Smartphone,Accessories,148.04432907693692,3,0,6,5.828643785674197,10.81922184677235,1,Desktop,B
11,467,Speaker,Gaming,115.16505549205729,6,0,2,0.31121215354802134,8.397578122698627,1,Desktop,A
12,215,Headphones,Accessories,21.0824530364277,1,0,4,11.313120325048425,16.973684342334657,1,Desktop,B
13,331,Camera,Electronics,109.44264096247521,2,0,3,6.328808695870271,17.241190318633052,1,Tablet,B
14,459,Keyboard,Office,160.12253348939578,4,0,11,22.052281897617153,17.720888069061573,0,Desktop,A
15,88,Tablet,Electronics,78.12672361957394,4,1,5,51.5211902616312,10.433140302243151,1,Tablet,A
16,373,Tablet,Gaming,41.74394935590367,2,0,2,9.14595865742584,24.112576754242575,1,Desktop,B
17,100,Camera,Electronics,63.81311702006763,2,0,3,38.95365732469186,14.302791376902732,0,Desktop,A
18,872,Printer,Accessories,79.79963813271083,3,1,1,1.0593367531720908,14.167189680865155,0,Mobile,A
19,664,Camera,Electronics,128.5899079027987,4,0,7,29.76744668610911,53.72256726925269,1,Tablet,B
20,131,Camera,Office,225.83454329523465,1,0,3,2.7611485158882028,12.438219547405147,0,Mobile,A
21,662,Smartphone,Accessories,136.49135443293568,5,0,6,7.95281317460217,4.706391194609549,1,Desktop,B
22,309,Smartphone,Office,88.38730784154569,2,0,2,10.320193422209455,24.47934711081103,0,Desktop,B
23,770,Headphones,Office,67.4996241509758,5,1,3,61.63612061537393,9.508624592457956,1,Mobile,B
24,344,Keyboard,Office,188.46841786666624,2,0,5,36.412770062964846,52.82823530727539,0,Mobile,A
25,492,Smartphone,Electronics,97.17274345733023,6,1,6,7.315697995020047,7.872886742889065,1,Desktop,A
26,414,Headphones,Electronics,83.7930928174319,1,0,7,11.180071346658082,12.545810718305283,0,Desktop,B
27,806,Mouse,Electronics,89.24555060986299,4,0,3,26.65314251457294,5.445489427946533,1,Desktop,B
28,386,Camera,Electronics,110.08941493523052,1,1,7,15.593387942655827,26.797495692090408,1,Tablet,A
29,192,Camera,Accessories,88.62760603979541,6,0,1,24.43820307359745,19.946039134174477,1,Mobile,A
30,956,Printer,Electronics,65.73775571348862,2,0,8,19.843154686376295,37.86739022704511,1,Desktop,A
31,277,Mouse,Accessories,160.15786120962377,3,0,5,3.317119317075431,3.7960888477455446,1,Mobile,B
32,161,Printer,Office,81.64770708407173,2,0,2,72.41273483654443,16.117191794970623,1,Mobile,A
33,460,Speaker,Accessories,98.57740169547581,1,0,0,12.347102398959994,26.983215071623462,1,Mobile,A
34,314,Headphones,Gaming,92.30047294248456,3,1,6,12.723694148751113,17.482147445470357,0,Mobile,A
35,22,Headphones,Electronics,104.89796765032828,6,0,3,13.68509032888483,18.683554926810373,1,Desktop,B
36,253,Camera,Gaming,48.585417878683316,2,1,6,0.7556627380911702,13.248284264826708,1,Mobile,A
37,748,Monitor,Accessories,49.16186562812051,3,0,2,49.45524197930494,28.462783858975733,0,Desktop,B
38,857,Speaker,Electronics,87.72418830070428,2,0,9,16.197444592929653,15.05358804009109,1,Desktop,B
39,561,Headphones,Gaming,226.26196304700346,3,1,2,3.4176636877548843,10.160651796024698,1,Mobile,B
40,475,Smartphone,Electronics,72.93480606816173,3,0,6,21.568463069153843,41.57201323465321,0,Mobile,A
41,59,Camera,Accessories,88.91388383931007,2,0,6,0.915477167050172,3.33196482763766,1,Mobile,B
42,511,Printer,Gaming,56.79810647980031,1,0,8,4.429216378043968,8.791624894628018,1,Mobile,B
43,682,Mouse,Accessories,116.68363538342683,3,1,8,5.109671396582731,16.852870103485493,0,Desktop,A
44,476,Printer,Gaming,73.99158821096033,2,0,5,0.4320710091839923,9.642436900344736,0,Tablet,B
45,700,Tablet,Office,49.751686244666764,5,1,10,38.821077494686875,27.454817592123376,1,Desktop,A
46,976,Monitor,Office,70.46877693542315,2,0,5,11.861726918998516,27.474821675480054,1,Desktop,A
47,783,Headphones,Office,69.09733703057663,2,1,11,5.818809428086186,49.16703629104028,1,Desktop,B
48,190,Keyboard,Office,125.87868091536743,2,0,4,9.591476684416696,7.292406852892267,1,Desktop,A
49,958,Laptop,Office,58.64155981748602,5,0,6,11.984834248479372,1.5219254286144357,1,Mobile,A
50,687,Monitor,Accessories,76.88233122921596,1,0,4,29.584665663947977,7.268717745388256,1,Desktop,B
51,958,Camera,Office,84.88611058885155,1,0,4,31.8503397543884,54.138299815995545,0,Mobile,A
52,563,Headphones,Accessories,62.239624105928826,4,1,6,0.5680431389551288,60.11532505878162,1,Mobile,A
53,876,Mouse,Office,56.856853145439686,1,0,3,10.005001840768667,9.173646311843086,1,Mobile,A
54,567,Headphones,Electronics,77.8957636162547,6,0,5,26.331427149238998,23.135446989069187,0,Desktop,B
55,244,Laptop,Office,85.03105555337021,3,0,5,10.395347017622512,9.461054395182213,0,Tablet,B
56,832,Mouse,Electronics,88.74976218914941,2,0,5,21.808013138559005,32.42975855825039,1,Mobile,A
57,505,Printer,Accessories,47.00330528305698,3,0,2,0.06528887606671041,19.93583324159917,1,Mobile,A
58,131,Mouse,Office,83.17005664905466,3,0,5,16.051924512570647,30.14030891566691,1,Mobile,B
59,485,Monitor,Gaming,120.73599352940104,3,0,8,1.81602488769894,16.89381472708822,1,Mobile,B
60,819,Printer,Accessories,129.49386232426002,3,0,0,33.154269584279454,24.590898110237028,1,Tablet,B
61,647,Headphones,Office,83.03050644062522,3,0,3,41.93919325185582,8.860932434226081,0,Desktop,A
62,21,Camera,Accessories,45.19305874964693,2,0,4,29.229602414035423,8.594805410299118,0,Mobile,B
63,841,Speaker,Gaming,71.88691616657509,3,0,8,14.42442449706672,12.723211774592167,1,Mobile,B
64,167,Camera,Office,132.13394901221062,3,0,6,1.4756112127158654,13.846378863932182,0,Desktop,B
65,274,Headphones,Gaming,19.106929477848823,2,1,5,35.49827086351151,32.915416805844615,1,Mobile,A
66,388,Laptop,Office,63.476202771618794,2,1,8,18.236018558847395,15.736348484659068,0,Tablet,A
67,601,Speaker,Electronics,92.70567807193528,1,1,4,7.264659829935348,38.27493570038891,0,Desktop,A
68,316,Headphones,Accessories,97.53709592700176,2,0,4,11.684825369076183,59.79052201729513,1,Mobile,A
69,14,Keyboard,Gaming,109.37891914672895,2,1,3,23.893003891342072,8.014837592404566,0,Mobile,A
70,242,Monitor,Accessories,41.826201807252666,4,0,1,5.985420990336565,3.2035224025889075,1,Desktop,A
71,777,Keyboard,Gaming,89.69870984398183,4,0,1,34.47992425196704,2.742313226146009,1,Mobile,B
72,346,Printer,Accessories,97.2338315333237,1,0,4,24.238335068834363,44.18031951986569,1,Desktop,A
73,565,Tablet,Accessories,65.92911707384944,5,0,6,37.62234210425204,11.9288430609582,0,Desktop,A
74,898,Headphones,Accessories,126.36453830565262,5,1,6,2.4958705701632233,14.044788320825294,1,Mobile,A
75,340,Smartphone,Electronics,54.28253737378583,1,1,4,5.430331758157968,8.937703246379222,1,Mobile,B
76,92,Smartphone,Office,132.49281530815358,2,0,1,21.648741246224674,9.15751224146558,1,Mobile,B
77,367,Mouse,Electronics,94.82587025496193,3,0,6,2.2205884023810825,35.99774475629028,0,Desktop,B
78,956,Camera,Accessories,52.50732419005567,2,1,8,34.430833842652135,29.056368348537973,0,Mobile,A
79,455,Camera,Gaming,85.41763687178843,1,0,8,6.8919182575403255,9.131989940681825,0,Tablet,B
80,428,Camera,Accessories,62.657950411099215,3,0,1,8.6897587396352,4.327339228735428,1,Mobile,A
81,509,Keyboard,Office,53.99086395193774,2,0,6,39.49845221003032,12.93166028495195,1,Desktop,B
82,776,Monitor,Electronics,100.29005747708739,4,0,7,18.386585445961025,21.61344825022223,1,Desktop,A
83,943,Headphones,Office,134.12606498266996,4,0,5,12.099719902082784,5.470692462781606,1,Mobile,A
84,35,Laptop,Gaming,216.55956342344783,1,0,3,1.5631991832234091,15.721347470850024,1,Mobile,B
85,206,Mouse,Office,48.94584687804996,4,0,3,4.1142360937557125,11.503256702309834,1,Mobile,A
86,81,Printer,Electronics,65.59598867275385,4,0,5,9.76192722524102,7.211562529278436,0,Desktop,B
87,932,Speaker,Gaming,94.98904629907862,3,1,13,12.632332573596486,22.02300411240934,0,Mobile,B
88,562,Printer,Office,143.74219349900176,4,0,10,28.476307423383698,1.897946613948556,1,Tablet,A
89,872,Headphones,Electronics,32.45844536569279,4,0,3,19.868526505182285,11.756371445573615,1,Desktop,B
90,388,Tablet,Electronics,70.85340414634335,2,1,8,25.53794524797069,34.08598096387768,1,Mobile,B
91,2,Camera,Accessories,71.35621196854892,4,0,7,1.9356988800200912,39.81785490272455,0,Desktop,B
92,390,Speaker,Office,167.5816426655993,3,0,7,28.192027644945917,15.63593215034566,1,Mobile,A
93,566,Keyboard,Gaming,145.93339924666353,2,1,3,4.275027796094619,10.779388545326745,1,Mobile,A
94,106,Headphones,Accessories,69.01412915806932,4,0,10,22.513380566364976,24.787485254112312,0,Mobile,A
95,772,Tablet,Office,67.65773151590649,3,0,0,11.836203009113872,37.81070798584503,1,Mobile,A
